audio,transcription
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_09_27395.5_34743.6.wav,"ой мядэ""на помойка помойкан' таняна амгэ мам' вэнеко"" адимда"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_09_34751.399999999994_38119.9.wav,"нисяв ма"" нив' вэнеко"" ни"" аӈэй"" тикыад ылека"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_09_38119.9_41433.6.wav,ылекатак он тунимда мэда
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_09_41538.9_44633.7.wav,"ядторӈа ядторӈа хая"" ладно"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_09_59302.5_68977.0.wav,"ой ой ой ой есьты ервхана чум мядм масьтембива""а а шестьдесят первый год"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_09_78781.5_84505.4.wav,о медведь товы это поненецки говорится париденяко
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_09_84505.4_87945.3.wav,абядӈов ядӈов
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_09_87955.7_92875.3.wav,"так нэнзы что тогда это советское время так мыдо' таня"" амгэвидо'"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_09_94034.59999999999_97805.3.wav,ага убежал и всё
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_8333.0_13600.0.wav,варанзовахана маякасавэй ниня ӈарка седа таня
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_13633.0_17300.0.wav,"тикы седар сяйтан седам нюбе""ӈа"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_29733.0_36033.0.wav,"ма"" ни""м"" невхана ябтуӈэ пёдор танявыась тадебясь"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_36067.0_43033.0.wav,пензьретна тадебя хо сядэйм сертавыась ненэцян тарев' сертавэдась
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_43067.0_47333.0.wav,седа' ӈэва' ни' хо сядэйм пэмыась
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_47367.0_52467.0.wav,тикэда хэбидя яднда хая
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_52500.0_57733.0.wav,тикар ябтуӈэ пёдор' сертавы хэбидя я
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_60633.0_64900.00000000001.wav,махавой лабта' няна ӈарка то таня
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_64933.00000000001_75267.0.wav,тикы то' тях няӈы хэвхана яля няӈы хэвхана савлюй тюрраха седа таня
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_75300.0_82267.0.wav,"тикы тюрраха седар ма"" ним"" сихрти"" седа ӈэдакы"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_82300.0_88167.0.wav,"сихрти"" седам ӈобтикы ябтуӈэ пёдор хэбидя яӈэ мэ""мыась"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_12_88200.0_94433.0.wav,ӈавнанда седанд ӈэва' ниня хо сядэй танявыась
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_0.0_4452.6.wav,хойхана сояманзь
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_4452.6_7646.8.wav,в малоземельской тундре
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_7769.3_12342.800000000001.wav,"ацекэм' эба""н хойхана илеваць"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_14379.4_18376.2.wav,"ты пэртятамна нядаӈгосьтыва"" ацекэва"" эб""на""а"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_18410.6_23096.5.wav,"нядаӈгосьтыва"" пилю хадабасьтывата амгэсятывата"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_23130.9_27231.0.wav,пастух сяйманда ты мадрпаӈгун
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_27248.2_31021.0.wav,тамальӈгана падесятытытакы
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_31038.2_34897.1.wav,вот потом в школу пошла
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_34897.1_37998.0.wav,в школу пошла выучилась
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_38015.2_46560.0.wav,"ой тохода школам ёлце""мадан салянндоам' тюку салянндоаммань ань'"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_46560.0_51624.8.wav,специалистов не хватает а специалистов не было
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_51710.9_56190.0.wav,меня отправили в салехард учиться
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_56224.4_61427.100000000006.wav,"тоходанвась си""м эдара"" на зоотехника"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_61444.299999999996_68576.40000000001.wav,там проучилась четыре а таняна тоходанам' тет пондоходанам'
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_68593.59999999999_71797.9.wav,тет пондоходанаманзь так
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_71832.3_75777.4.wav,"на каникулы ханикулк"" тосьтым' тюкон'"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_75777.4_80807.8.wav,"ханикул"" мальӈгана сенокос ходим сенокосан' ядэрцятывата"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_80807.8_84098.20000000001.wav,сено косилито
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_84149.90000000001_87871.0.wav,потом опять хэсьтым' ань' хэсьтым' тоходанвась
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_104616.0_111317.5.wav,скотной дворхана манзраманзьда сперва нерня у лисиц работала
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_111351.9_116537.40000000001.wav,тамальӈгана манятёнякунатаняаць тёнякунатаняацьа
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_116589.1_121171.5.wav,практику проводила а практикав мэнасьда
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_121171.5_125874.6.wav,"ты ты пэрти"" мэ""на эсы""мана эдалёрӈаманзь"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_125943.5_132042.0.wav,"шесть месяцев мат"" ири'эдалёрӈаманзь"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_132042.0_138812.3.wav,по ямалу ямалхана практикав проводимбивась
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_153162.7_158778.8.wav,"вот тюкон' тоам' тёнякоци масьте"" нерня"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_158778.8_166789.5.wav,вот ничего я не знаю по теме амгэартм ехараам' про лисицто их боюсьто
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_180847.0_184809.30000000002.wav,"амгэ специалист ма"" нив'"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_197988.2_206998.1.wav,вот я обиделась так потом сказала к председателю пошла и говорю я у лисиц не могу работать
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_206998.1_212872.6.wav,"не буду работать ним' манзраӈгу"" мам' тёняха""на"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_212924.3_216645.4.wav,"а председатель ма"" нив' амгэ хадкэ"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_222382.0_230754.5.wav,мань мам' не говорю не жалуюсь а просто не хочу ним' харвата валакада
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_230754.5_236077.69999999998.wav,"тайкэад си""м коровникан' масьте"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_236077.69999999998_239592.09999999998.wav,вот коровникана манзраманзь
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_239592.09999999998_245363.2.wav,начала работать заведующей заведушчойӈэ пявась манзра
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_245363.2_251220.5.wav,потом семья стала большая так и не могу
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_252891.5_263227.89999999997.wav,"я""мав заведовать не могу тяжело очень было саӈговоӈ""а семья да ещё детито"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_268844.0_274839.1.wav,потом дояркаӈэ дояркаӈэ хаям' манзравась
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_22_274976.9_278818.6.wav,вот дояркаӈэ савава манзраманзь
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_0.0_6742.9.wav,семьянан мань аб яӈгням'
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_6742.9_10854.4.wav,няр няв войнана хааць
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_10854.4_14110.699999999999.wav,"войнана хаацьда больше ниць ту"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_14110.699999999999_21437.5.wav,один апой братув раненойӈэ раненойӈэ турӈась
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_21437.5_26790.7.wav,тамна война миӈасьдакы аньӈгаясь
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_26790.7_30491.1.wav,"ань' хаясьда и больше ань' нись ту"""
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_30491.1_37225.8.wav,"ани"" нин ань' тюку саляна ань' манзрааць"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_37225.8_42357.0.wav,а брат работал пастухом на ферме
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_42357.0_46180.700000000004.wav,коров пас
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_46254.7_51163.9.wav,ага хорави пэрӈась
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_53902.2_57750.6.wav,павел алексеевич
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_69419.1_75783.8.wav,после войны хаась в ом году отец умер
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_77979.29999999999_84640.0.wav,одна мать нас воспитывала с ого года
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_86416.2_91399.4.wav,"тет ю"" мат"" похад небяв сидна"" вадабись"
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_91399.4_97591.4.wav,это сестра была
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_97591.4_101094.4.wav,ой неняв таняась
/Users/air/Downloads/Ненецкие аудио/data/NENETS_01_23_101119.0_109284.59999999999.wav,неняв ань' ань' мер' яӈгумась
